ID,Label
9debd5ee-bba7-11e8-b2ba-ac1f6b6435d0,0
9618d35e-bbba-11e8-b2ba-ac1f6b6435d0,7
9f58bdfe-bb9b-11e8-b2b9-ac1f6b6435d0,2
dcad25fc-bb99-11e8-b2b9-ac1f6b6435d0,0
17575f98-bbb2-11e8-b2ba-ac1f6b6435d0,16
52d2229c-bbc6-11e8-b2bc-ac1f6b6435d0,12
591536a6-bbc3-11e8-b2bc-ac1f6b6435d0,13
c30b9d88-bba6-11e8-b2ba-ac1f6b6435d0,16
9191fd9a-bbb7-11e8-b2ba-ac1f6b6435d0,13
4689aeb0-bba3-11e8-b2b9-ac1f6b6435d0,12
d367d334-bb9e-11e8-b2b9-ac1f6b6435d0,7
5c7b6af0-bba9-11e8-b2ba-ac1f6b6435d0,5
23433a80-bbac-11e8-b2ba-ac1f6b6435d0,0
b99515d8-bba9-11e8-b2ba-ac1f6b6435d0,7
8efaf62c-bba3-11e8-b2b9-ac1f6b6435d0,16
8adec154-bbad-11e8-b2ba-ac1f6b6435d0,16
ba10a22e-bbc3-11e8-b2bc-ac1f6b6435d0,7
b4a8c93c-bba1-11e8-b2b9-ac1f6b6435d0,12
0e562714-bbb5-11e8-b2ba-ac1f6b6435d0,8
e8d095b4-bbba-11e8-b2ba-ac1f6b6435d0,16
80243ad0-bbc3-11e8-b2bc-ac1f6b6435d0,5
deea5994-bba2-11e8-b2b9-ac1f6b6435d0,0
dec3a20a-bb9c-11e8-b2b9-ac1f6b6435d0,0
ca2ac9ac-bbb7-11e8-b2ba-ac1f6b6435d0,6
b1526b8c-bbb3-11e8-b2ba-ac1f6b6435d0,4
e10f46f4-bba6-11e8-b2ba-ac1f6b6435d0,4
f0d7e58e-bbbd-11e8-b2ba-ac1f6b6435d0,0
1900d278-bbc3-11e8-b2bc-ac1f6b6435d0,17
b7ecd040-bbb8-11e8-b2ba-ac1f6b6435d0,2
375b6b5e-bbb2-11e8-b2ba-ac1f6b6435d0,2
8ceaa4ba-bbc9-11e8-b2bc-ac1f6b6435d0,16
b07d8ed6-bba3-11e8-b2b9-ac1f6b6435d0,0
b30ff0e0-bbbb-11e8-b2ba-ac1f6b6435d0,17
ddde694e-bba9-11e8-b2ba-ac1f6b6435d0,16
acf6850e-bbbe-11e8-b2ba-ac1f6b6435d0,16
898964c6-bbc6-11e8-b2bc-ac1f6b6435d0,16
aec17cae-bbaf-11e8-b2ba-ac1f6b6435d0,14
d4937122-bb9f-11e8-b2b9-ac1f6b6435d0,5
181443fe-bba5-11e8-b2ba-ac1f6b6435d0,13
ee5a373a-bb9f-11e8-b2b9-ac1f6b6435d0,2
85da7946-bbc1-11e8-b2bb-ac1f6b6435d0,6
a40cbf66-bba6-11e8-b2ba-ac1f6b6435d0,12
6c73c0bc-bbbb-11e8-b2ba-ac1f6b6435d0,1
73981be4-bbc6-11e8-b2bc-ac1f6b6435d0,16
239d75da-bbbc-11e8-b2ba-ac1f6b6435d0,10
a8b3fcb2-bbc6-11e8-b2bc-ac1f6b6435d0,5
d8ca921e-bbb5-11e8-b2ba-ac1f6b6435d0,12
938953d4-bbc9-11e8-b2bc-ac1f6b6435d0,12
c8a731f8-bbc4-11e8-b2bc-ac1f6b6435d0,0
85020c46-bbc6-11e8-b2bc-ac1f6b6435d0,7
53a9e184-bbb0-11e8-b2ba-ac1f6b6435d0,0
d4323d5a-bb9d-11e8-b2b9-ac1f6b6435d0,2
f7f26288-bbb1-11e8-b2ba-ac1f6b6435d0,3
cb3d3420-bbac-11e8-b2ba-ac1f6b6435d0,0
6049060a-bba0-11e8-b2b9-ac1f6b6435d0,17
835d282a-bbb3-11e8-b2ba-ac1f6b6435d0,14
bd022472-bbc2-11e8-b2bc-ac1f6b6435d0,4
ce77f22e-bba2-11e8-b2b9-ac1f6b6435d0,8
32879250-bba4-11e8-b2b9-ac1f6b6435d0,0
6026ecd4-bba8-11e8-b2ba-ac1f6b6435d0,16
bb50e9ac-bba8-11e8-b2ba-ac1f6b6435d0,9
a24f0c26-bb9f-11e8-b2b9-ac1f6b6435d0,8
fed15356-bbc6-11e8-b2bc-ac1f6b6435d0,0
45f50434-bbaa-11e8-b2ba-ac1f6b6435d0,16
59e35d0c-bba9-11e8-b2ba-ac1f6b6435d0,7
c1c84a62-bbbe-11e8-b2ba-ac1f6b6435d0,16
b6551e12-bbbe-11e8-b2ba-ac1f6b6435d0,7
21c11ffa-bb9e-11e8-b2b9-ac1f6b6435d0,16
c8b199b2-bba2-11e8-b2b9-ac1f6b6435d0,0
cfb97e68-bbb7-11e8-b2ba-ac1f6b6435d0,0
62c3c87c-bbc1-11e8-b2bb-ac1f6b6435d0,0
9db26d3a-bbb2-11e8-b2ba-ac1f6b6435d0,0
8aa2353e-bb9b-11e8-b2b9-ac1f6b6435d0,16
d4323d5a-bb9d-11e8-b2b9-ac1f6b6435d0,1
cb9b4c14-bb9c-11e8-b2b9-ac1f6b6435d0,13
d69099b0-bba3-11e8-b2b9-ac1f6b6435d0,14
300f428e-bba9-11e8-b2ba-ac1f6b6435d0,0
c693931a-bbc5-11e8-b2bc-ac1f6b6435d0,3
101e58e4-bb9e-11e8-b2b9-ac1f6b6435d0,0
a69b0a48-bbc0-11e8-b2bb-ac1f6b6435d0,0
eeebf6fc-bb9f-11e8-b2b9-ac1f6b6435d0,0
7c719816-bba4-11e8-b2b9-ac1f6b6435d0,0
c7faf06e-bbb5-11e8-b2ba-ac1f6b6435d0,16
dd1f7fb8-bbca-11e8-b2bc-ac1f6b6435d0,0
a26f3ef4-bbc4-11e8-b2bc-ac1f6b6435d0,14
fa2e2cc2-bb9c-11e8-b2b9-ac1f6b6435d0,3
2dc160c6-bb9e-11e8-b2b9-ac1f6b6435d0,13
5d33541e-bbbb-11e8-b2ba-ac1f6b6435d0,16
dfe23162-bbae-11e8-b2ba-ac1f6b6435d0,5
b2be445e-bbc8-11e8-b2bc-ac1f6b6435d0,16
6b54dc7e-bbc1-11e8-b2bb-ac1f6b6435d0,17
605a3bec-bb9a-11e8-b2b9-ac1f6b6435d0,13
b735c514-bbca-11e8-b2bc-ac1f6b6435d0,0
08b80082-bba8-11e8-b2ba-ac1f6b6435d0,2
6795fd94-bb9d-11e8-b2b9-ac1f6b6435d0,16
a3acf07e-bbb8-11e8-b2ba-ac1f6b6435d0,14
de3f3cd8-bbc2-11e8-b2bc-ac1f6b6435d0,7
9ce2734e-bbc3-11e8-b2bc-ac1f6b6435d0,16
eaa08e70-bbb6-11e8-b2ba-ac1f6b6435d0,0
94261c68-bba7-11e8-b2ba-ac1f6b6435d0,13
5af63cec-bb9e-11e8-b2b9-ac1f6b6435d0,0
caf50f76-bbbe-11e8-b2ba-ac1f6b6435d0,14
6cfa21ea-bbc3-11e8-b2bc-ac1f6b6435d0,4
9c6309fa-bbb5-11e8-b2ba-ac1f6b6435d0,2
8221bef0-bba7-11e8-b2ba-ac1f6b6435d0,2
0c84a6ae-bbc4-11e8-b2bc-ac1f6b6435d0,0
922b9592-bbab-11e8-b2ba-ac1f6b6435d0,12
fdcbcbb0-bbb4-11e8-b2ba-ac1f6b6435d0,16
a60978d2-bbaf-11e8-b2ba-ac1f6b6435d0,14
3e2809be-bbc7-11e8-b2bc-ac1f6b6435d0,9
ed865da2-bbb3-11e8-b2ba-ac1f6b6435d0,16
78dd6a58-bbaf-11e8-b2ba-ac1f6b6435d0,0
94948ccc-bbc3-11e8-b2bc-ac1f6b6435d0,16
21c5f3bc-bbbd-11e8-b2ba-ac1f6b6435d0,14
37dac41c-bba8-11e8-b2ba-ac1f6b6435d0,13
12bdf3d2-bbc8-11e8-b2bc-ac1f6b6435d0,17
31058eee-bbba-11e8-b2ba-ac1f6b6435d0,14
9b5a0566-bbbc-11e8-b2ba-ac1f6b6435d0,0
eb409dd0-bbc4-11e8-b2bc-ac1f6b6435d0,16
b8b286fa-bba4-11e8-b2ba-ac1f6b6435d0,0
1dbfe762-bba6-11e8-b2ba-ac1f6b6435d0,0
cc2f0a12-bba1-11e8-b2b9-ac1f6b6435d0,0
49fd132c-bbba-11e8-b2ba-ac1f6b6435d0,0
16bfc0d0-bbc0-11e8-b2bb-ac1f6b6435d0,13
2aac08cc-bba9-11e8-b2ba-ac1f6b6435d0,10
103e8a3e-bbb6-11e8-b2ba-ac1f6b6435d0,7
9d1d4a76-bbb6-11e8-b2ba-ac1f6b6435d0,0
930f4bfc-bbb5-11e8-b2ba-ac1f6b6435d0,4
67b459f8-bba0-11e8-b2b9-ac1f6b6435d0,16
a980a72c-bbac-11e8-b2ba-ac1f6b6435d0,0
72586b18-bba2-11e8-b2b9-ac1f6b6435d0,0
eb7caa62-bb99-11e8-b2b9-ac1f6b6435d0,1
19ccb8a0-bbb1-11e8-b2ba-ac1f6b6435d0,1
d15bedfa-bbad-11e8-b2ba-ac1f6b6435d0,12
562c8e3e-bbb5-11e8-b2ba-ac1f6b6435d0,7
b7b9fe26-bb9b-11e8-b2b9-ac1f6b6435d0,4
ba00e8aa-bba7-11e8-b2ba-ac1f6b6435d0,0
faedf6d4-bba5-11e8-b2ba-ac1f6b6435d0,16
d86136b2-bbc8-11e8-b2bc-ac1f6b6435d0,0
f1ab6c00-bbaa-11e8-b2ba-ac1f6b6435d0,8
21dc6a76-bbbc-11e8-b2ba-ac1f6b6435d0,16
660c1ada-bbb1-11e8-b2ba-ac1f6b6435d0,2
4511914e-bba1-11e8-b2b9-ac1f6b6435d0,9
398ab922-bbab-11e8-b2ba-ac1f6b6435d0,7
75a491ee-bbc4-11e8-b2bc-ac1f6b6435d0,1
521beba2-bbc2-11e8-b2bb-ac1f6b6435d0,16
2111212c-bbb7-11e8-b2ba-ac1f6b6435d0,16
5ff57102-bbb9-11e8-b2ba-ac1f6b6435d0,4
151dc340-bbc9-11e8-b2bc-ac1f6b6435d0,0
9d99eb28-bbb4-11e8-b2ba-ac1f6b6435d0,17
19931e92-bbac-11e8-b2ba-ac1f6b6435d0,1
d8709964-bbae-11e8-b2ba-ac1f6b6435d0,7
e334dfb0-bbb1-11e8-b2ba-ac1f6b6435d0,13
2c496dcc-bba5-11e8-b2ba-ac1f6b6435d0,16
a487be3c-bbab-11e8-b2ba-ac1f6b6435d0,0
7bb2ab72-bb9f-11e8-b2b9-ac1f6b6435d0,0
32a75b7a-bbbe-11e8-b2ba-ac1f6b6435d0,0
fcf02f3a-bbad-11e8-b2ba-ac1f6b6435d0,0
70fba04c-bbb0-11e8-b2ba-ac1f6b6435d0,13
b9f3fc20-bba3-11e8-b2b9-ac1f6b6435d0,14
c4cbad92-bbb1-11e8-b2ba-ac1f6b6435d0,14
3fd79e70-bba7-11e8-b2ba-ac1f6b6435d0,7
06eff580-bbb6-11e8-b2ba-ac1f6b6435d0,1
1659f11c-bb9b-11e8-b2b9-ac1f6b6435d0,16
64adba2e-bbc3-11e8-b2bc-ac1f6b6435d0,0
3b1afe40-bbb6-11e8-b2ba-ac1f6b6435d0,0
ac5ee874-bbbf-11e8-b2bb-ac1f6b6435d0,2
3b5ea938-bba7-11e8-b2ba-ac1f6b6435d0,5
15e4ca7c-bbb9-11e8-b2ba-ac1f6b6435d0,6
32b31dd6-bbb7-11e8-b2ba-ac1f6b6435d0,0
2edec5ec-bb9a-11e8-b2b9-ac1f6b6435d0,14
4e163ea4-bb9a-11e8-b2b9-ac1f6b6435d0,7
b047fef4-bbc3-11e8-b2bc-ac1f6b6435d0,1
8da6dc64-bb99-11e8-b2b9-ac1f6b6435d0,0
6f541d98-bbc7-11e8-b2bc-ac1f6b6435d0,4
b6ae69a0-bbb8-11e8-b2ba-ac1f6b6435d0,3
f9169c6e-bba3-11e8-b2b9-ac1f6b6435d0,14
d07b7d84-bb9d-11e8-b2b9-ac1f6b6435d0,14
0b44650e-bbb0-11e8-b2ba-ac1f6b6435d0,5
db994e86-bba1-11e8-b2b9-ac1f6b6435d0,17
7dfea128-bba5-11e8-b2ba-ac1f6b6435d0,8
a7337e54-bb9d-11e8-b2b9-ac1f6b6435d0,5
fd20e3ac-bbbf-11e8-b2bb-ac1f6b6435d0,1
3068bf4e-bbb3-11e8-b2ba-ac1f6b6435d0,6
7b94aa00-bbb3-11e8-b2ba-ac1f6b6435d0,12
7091c854-bb9f-11e8-b2b9-ac1f6b6435d0,16
34a3289c-bbc7-11e8-b2bc-ac1f6b6435d0,10
5914003c-bbbf-11e8-b2ba-ac1f6b6435d0,5
9e8ad50c-bbae-11e8-b2ba-ac1f6b6435d0,10
c4c90bb2-bb9f-11e8-b2b9-ac1f6b6435d0,0
5ffaea8a-bb99-11e8-b2b9-ac1f6b6435d0,2
45742f38-bbb6-11e8-b2ba-ac1f6b6435d0,0
b5854fa0-bbca-11e8-b2bc-ac1f6b6435d0,16
02961e40-bba4-11e8-b2b9-ac1f6b6435d0,16
ca4a3d16-bbba-11e8-b2ba-ac1f6b6435d0,13
a85a63ba-bbbb-11e8-b2ba-ac1f6b6435d0,0
c726b11e-bbc9-11e8-b2bc-ac1f6b6435d0,0
06631b0e-bbb8-11e8-b2ba-ac1f6b6435d0,16
88bb7264-bba3-11e8-b2b9-ac1f6b6435d0,0
0c7f65fa-bb9b-11e8-b2b9-ac1f6b6435d0,14
92dad3fc-bbb2-11e8-b2ba-ac1f6b6435d0,3
22bd2ad8-bbc7-11e8-b2bc-ac1f6b6435d0,7
406285ae-bbba-11e8-b2ba-ac1f6b6435d0,0
2eccec68-bbb4-11e8-b2ba-ac1f6b6435d0,0
82896388-bbc6-11e8-b2bc-ac1f6b6435d0,16
1ac0c25a-bbb2-11e8-b2ba-ac1f6b6435d0,2
369e9b3e-bbc9-11e8-b2bc-ac1f6b6435d0,13
29cf7214-bbb2-11e8-b2ba-ac1f6b6435d0,5
98e4ee22-bb99-11e8-b2b9-ac1f6b6435d0,3
e0a77e3a-bbb9-11e8-b2ba-ac1f6b6435d0,16
ba3e9922-bbaa-11e8-b2ba-ac1f6b6435d0,9
5b929912-bbb1-11e8-b2ba-ac1f6b6435d0,9
ed01a4b2-bbb9-11e8-b2ba-ac1f6b6435d0,0
a5ba2a80-bbc7-11e8-b2bc-ac1f6b6435d0,7
ca575f46-bbba-11e8-b2ba-ac1f6b6435d0,17
372c5e1e-bba2-11e8-b2b9-ac1f6b6435d0,0
13937038-bbc9-11e8-b2bc-ac1f6b6435d0,5
a86d8796-bba3-11e8-b2b9-ac1f6b6435d0,16
a99973e2-bbac-11e8-b2ba-ac1f6b6435d0,0
ac804310-bb9d-11e8-b2b9-ac1f6b6435d0,16
58999cec-bbac-11e8-b2ba-ac1f6b6435d0,12
67322146-bba9-11e8-b2ba-ac1f6b6435d0,17
34350e68-bb9d-11e8-b2b9-ac1f6b6435d0,0
3a697a5a-bbc3-11e8-b2bc-ac1f6b6435d0,0
a46bc92c-bbae-11e8-b2ba-ac1f6b6435d0,0
dd994774-bb9f-11e8-b2b9-ac1f6b6435d0,16
deea5890-bbb1-11e8-b2ba-ac1f6b6435d0,12
7c242e12-bbbf-11e8-b2bb-ac1f6b6435d0,1
85c5b96e-bbc8-11e8-b2bc-ac1f6b6435d0,0
296e844e-bbae-11e8-b2ba-ac1f6b6435d0,12
9ff912ea-bbb4-11e8-b2ba-ac1f6b6435d0,13
d9d99186-bbca-11e8-b2bc-ac1f6b6435d0,3
58055880-bbb5-11e8-b2ba-ac1f6b6435d0,1
1d60c740-bb9d-11e8-b2b9-ac1f6b6435d0,13
0e5cbf62-bbb9-11e8-b2ba-ac1f6b6435d0,16
d039f2e6-bba3-11e8-b2b9-ac1f6b6435d0,13
03846c2e-bbb5-11e8-b2ba-ac1f6b6435d0,16
fa32b0fe-bbaa-11e8-b2ba-ac1f6b6435d0,15
b6fc16e8-bbb6-11e8-b2ba-ac1f6b6435d0,0
cab9a088-bbbb-11e8-b2ba-ac1f6b6435d0,7
f2866400-bba4-11e8-b2ba-ac1f6b6435d0,10
cba6db08-bbc2-11e8-b2bc-ac1f6b6435d0,2
e85de68a-bb9d-11e8-b2b9-ac1f6b6435d0,5
f494e564-bbc7-11e8-b2bc-ac1f6b6435d0,3
dca7397e-bbc3-11e8-b2bc-ac1f6b6435d0,2
351361dc-bbbf-11e8-b2ba-ac1f6b6435d0,14
95b35dc2-bba0-11e8-b2b9-ac1f6b6435d0,2
9f84493a-bbbc-11e8-b2ba-ac1f6b6435d0,3
a13438f4-bb9d-11e8-b2b9-ac1f6b6435d0,16
bea0cf96-bba3-11e8-b2b9-ac1f6b6435d0,16
9a786436-bb9d-11e8-b2b9-ac1f6b6435d0,0
80bdca64-bbc9-11e8-b2bc-ac1f6b6435d0,3
aa23be2c-bbb0-11e8-b2ba-ac1f6b6435d0,7
0ceb91f8-bba5-11e8-b2ba-ac1f6b6435d0,5
6cfa21ea-bbc3-11e8-b2bc-ac1f6b6435d0,16
aecb9804-bbbb-11e8-b2ba-ac1f6b6435d0,2
ba675ebe-bbb1-11e8-b2ba-ac1f6b6435d0,17
7101be1e-bba1-11e8-b2b9-ac1f6b6435d0,9
53aa7964-bbb5-11e8-b2ba-ac1f6b6435d0,0
01058b36-bbbf-11e8-b2ba-ac1f6b6435d0,3
99a830ec-bbaa-11e8-b2ba-ac1f6b6435d0,0
fbdb06d2-bbbd-11e8-b2ba-ac1f6b6435d0,1
0c8ac3fe-bba6-11e8-b2ba-ac1f6b6435d0,13
7657b14c-bba2-11e8-b2b9-ac1f6b6435d0,0
2eb947c0-bbb0-11e8-b2ba-ac1f6b6435d0,0
6476eaa4-bbb8-11e8-b2ba-ac1f6b6435d0,9
51834da8-bbad-11e8-b2ba-ac1f6b6435d0,14
0cf89312-bba0-11e8-b2b9-ac1f6b6435d0,0
ba922ef4-bbc1-11e8-b2bb-ac1f6b6435d0,8
10290c78-bbc4-11e8-b2bc-ac1f6b6435d0,3
321af838-bbc8-11e8-b2bc-ac1f6b6435d0,13
b07972d8-bbb7-11e8-b2ba-ac1f6b6435d0,0
990fa87a-bba2-11e8-b2b9-ac1f6b6435d0,5
dce7c5b6-bb9b-11e8-b2b9-ac1f6b6435d0,14
abf070a8-bbc2-11e8-b2bc-ac1f6b6435d0,16
7d7d06e8-bba7-11e8-b2ba-ac1f6b6435d0,12
286c2042-bbae-11e8-b2ba-ac1f6b6435d0,10
5f899656-bb9d-11e8-b2b9-ac1f6b6435d0,16
fc7a47ba-bba4-11e8-b2ba-ac1f6b6435d0,4
4f0c272a-bb9e-11e8-b2b9-ac1f6b6435d0,6
e6e6d26a-bbc7-11e8-b2bc-ac1f6b6435d0,14
e6ff5b24-bba3-11e8-b2b9-ac1f6b6435d0,1
6678b012-bbb3-11e8-b2ba-ac1f6b6435d0,16
ec31b3be-bba1-11e8-b2b9-ac1f6b6435d0,10
71461bac-bba8-11e8-b2ba-ac1f6b6435d0,10
1ffdade0-bb9f-11e8-b2b9-ac1f6b6435d0,2
c0bc5a00-bbc3-11e8-b2bc-ac1f6b6435d0,5
569cf37c-bbba-11e8-b2ba-ac1f6b6435d0,17
c181a1d8-bbba-11e8-b2ba-ac1f6b6435d0,0
b517b0c8-bba5-11e8-b2ba-ac1f6b6435d0,0
990aae74-bbc0-11e8-b2bb-ac1f6b6435d0,0
3b80c3ca-bbb5-11e8-b2ba-ac1f6b6435d0,0
85108200-bb9c-11e8-b2b9-ac1f6b6435d0,6
ee98d1da-bbad-11e8-b2ba-ac1f6b6435d0,4
0e08b992-bba7-11e8-b2ba-ac1f6b6435d0,4
4b00d8de-bbb6-11e8-b2ba-ac1f6b6435d0,16
f37e9faa-bba2-11e8-b2b9-ac1f6b6435d0,5
8fd0c9b6-bbba-11e8-b2ba-ac1f6b6435d0,10
6f71418a-bbb2-11e8-b2ba-ac1f6b6435d0,0
1aad8f22-bba9-11e8-b2ba-ac1f6b6435d0,2
7adc4d34-bbc2-11e8-b2bb-ac1f6b6435d0,2
646f7e6c-bba0-11e8-b2b9-ac1f6b6435d0,2
4fe9342e-bbb4-11e8-b2ba-ac1f6b6435d0,0
45f50434-bbaa-11e8-b2ba-ac1f6b6435d0,0
5e90c6a4-bbb4-11e8-b2ba-ac1f6b6435d0,9
1a657674-bba4-11e8-b2b9-ac1f6b6435d0,13
c5c064f8-bbad-11e8-b2ba-ac1f6b6435d0,0
e2288ff6-bba5-11e8-b2ba-ac1f6b6435d0,0
8e1dd748-bba2-11e8-b2b9-ac1f6b6435d0,12
53fefaa6-bb9d-11e8-b2b9-ac1f6b6435d0,17
382b5742-bbad-11e8-b2ba-ac1f6b6435d0,0
3019a292-bbbd-11e8-b2ba-ac1f6b6435d0,16
501a0674-bbb6-11e8-b2ba-ac1f6b6435d0,13
1624d9da-bbac-11e8-b2ba-ac1f6b6435d0,16
60777f34-bba6-11e8-b2ba-ac1f6b6435d0,14
7b462920-bba4-11e8-b2b9-ac1f6b6435d0,16
6576eb48-bbc7-11e8-b2bc-ac1f6b6435d0,0
ed546854-bbb5-11e8-b2ba-ac1f6b6435d0,0
c81e6f04-bbb9-11e8-b2ba-ac1f6b6435d0,0
3e1e3420-bbbd-11e8-b2ba-ac1f6b6435d0,0
016bc38a-bba9-11e8-b2ba-ac1f6b6435d0,16
903d6c90-bbad-11e8-b2ba-ac1f6b6435d0,14
1abb014a-bbb6-11e8-b2ba-ac1f6b6435d0,13
b48b1d6c-bba9-11e8-b2ba-ac1f6b6435d0,13
e1a85ae2-bbb0-11e8-b2ba-ac1f6b6435d0,1
af48825a-bbc6-11e8-b2bc-ac1f6b6435d0,2
6230265c-bbae-11e8-b2ba-ac1f6b6435d0,0
e58ff162-bbc2-11e8-b2bc-ac1f6b6435d0,0
ae8657ae-bbba-11e8-b2ba-ac1f6b6435d0,13
bfaff2ea-bba8-11e8-b2ba-ac1f6b6435d0,0
45e5bf5a-bbba-11e8-b2ba-ac1f6b6435d0,16
30a60d70-bb9c-11e8-b2b9-ac1f6b6435d0,7
3ce8f9f2-bb9d-11e8-b2b9-ac1f6b6435d0,13
3a8f6594-bbbe-11e8-b2ba-ac1f6b6435d0,13
deef731c-bb9c-11e8-b2b9-ac1f6b6435d0,5
20b8be88-bbad-11e8-b2ba-ac1f6b6435d0,2
4b00d8de-bbb6-11e8-b2ba-ac1f6b6435d0,0
b8529ec2-bba2-11e8-b2b9-ac1f6b6435d0,13
4fb78e16-bba4-11e8-b2b9-ac1f6b6435d0,0
a0dc5bba-bbad-11e8-b2ba-ac1f6b6435d0,16
2a30256a-bbc0-11e8-b2bb-ac1f6b6435d0,0
713bff84-bba1-11e8-b2b9-ac1f6b6435d0,12
4ee870ec-bbc5-11e8-b2bc-ac1f6b6435d0,5
8f617a72-bba9-11e8-b2ba-ac1f6b6435d0,0
f734f00a-bbc9-11e8-b2bc-ac1f6b6435d0,6
194ae4b0-bbbb-11e8-b2ba-ac1f6b6435d0,16
fa80e530-bbbe-11e8-b2ba-ac1f6b6435d0,4
47acf538-bbbf-11e8-b2ba-ac1f6b6435d0,8
9dbb2438-bba9-11e8-b2ba-ac1f6b6435d0,3
414d7796-bbae-11e8-b2ba-ac1f6b6435d0,8
59f38aec-bbb3-11e8-b2ba-ac1f6b6435d0,13
4b4d6ba8-bbb2-11e8-b2ba-ac1f6b6435d0,16
5c54561c-bba5-11e8-b2ba-ac1f6b6435d0,16
47feb6c6-bbaf-11e8-b2ba-ac1f6b6435d0,2
a5d68b8c-bbb1-11e8-b2ba-ac1f6b6435d0,0
a3f7637c-bbb1-11e8-b2ba-ac1f6b6435d0,1
c3dc1428-bba5-11e8-b2ba-ac1f6b6435d0,16
5f850b06-bbc8-11e8-b2bc-ac1f6b6435d0,16
75318382-bb99-11e8-b2b9-ac1f6b6435d0,5
e01808fa-bbb8-11e8-b2ba-ac1f6b6435d0,5
3b713532-bb9b-11e8-b2b9-ac1f6b6435d0,14
237554c2-bbb9-11e8-b2ba-ac1f6b6435d0,17
985cc034-bbc0-11e8-b2bb-ac1f6b6435d0,0
2c1fe16e-bbaa-11e8-b2ba-ac1f6b6435d0,13
5d1bea18-bbac-11e8-b2ba-ac1f6b6435d0,0
